F1,Accuracy,Recall,Precision,Query,Data,Dataset_size,Model,Round,Sample_size,Num_Labels,Trainset_absolute,Query_absolute,Test_absolute,Percent,Train_energy,Query_energy,Test_energy,Train_duration,Query_duration,Train_distribution,Query_distribution,Test_distribution,Datetime
0.52,0.66,0.66,0.43,Random_Sampling,Claimbuster,23533,XLMR-Base,0,250,3,165,16308,7060,1.0,0.0008446157599934,8.028855817612922e-08,0.0070665380712255,14.247685194015505,0.0050544738769531,"[0.6424242424242425, 0.2606060606060606, 0.09696969696969697]","[0.66, 0.248, 0.092]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:41:23
0.54,0.66,0.66,0.64,Random_Sampling,Claimbuster,23533,XLMR-Base,1,250,3,415,16058,7060,2.52,0.0032998714280572,8.049732431891103e-08,0.006948852324563,35.487892627716064,0.0049903392791748,"[0.653012048192771, 0.25301204819277107, 0.09397590361445783]","[0.712, 0.22, 0.068]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:43:07
0.69,0.73,0.73,0.66,Random_Sampling,Claimbuster,23533,XLMR-Base,2,250,3,665,15808,7060,4.04,0.0056423066279536,8.78483577241817e-08,0.0070394244058983,56.775418281555176,0.0048267841339111,"[0.675187969924812, 0.24060150375939848, 0.08421052631578947]","[0.68, 0.216, 0.104]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:45:11
0.72,0.77,0.77,0.68,Random_Sampling,Claimbuster,23533,XLMR-Base,3,250,3,915,15558,7060,5.55,0.0079221642963301,1.251884945353212e-07,0.0071810122709849,78.26470518112183,0.0069098472595214,"[0.6765027322404371, 0.23387978142076501, 0.08961748633879782]","[0.648, 0.244, 0.108]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:47:37
0.72,0.77,0.77,0.68,Random_Sampling,Claimbuster,23533,XLMR-Base,4,250,3,1165,15308,7060,7.07,0.0095139264151573,9.338845066533721e-08,0.0070510163162856,99.70968675613403,0.0049538612365722,"[0.6703862660944206, 0.23605150214592274, 0.09356223175965665]","[0.736, 0.192, 0.072]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:50:25
0.73,0.77,0.77,0.71,Random_Sampling,Claimbuster,23533,XLMR-Base,5,250,3,1415,15058,7060,8.59,0.0131604843276457,1.488581025975132e-07,0.0068505584629692,121.14168691635132,0.009674072265625,"[0.6819787985865724, 0.2282685512367491, 0.08975265017667844]","[0.664, 0.24, 0.096]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:53:34
0.75,0.79,0.79,0.79,Random_Sampling,Claimbuster,23533,XLMR-Base,6,250,3,1665,14808,7060,10.11,0.0145752988156321,9.485023981291345e-08,0.0063653659038041,142.70708680152893,0.0049910545349121,"[0.6792792792792792, 0.23003003003003003, 0.09069069069069069]","[0.664, 0.228, 0.108]","[0.6550991501416431, 0.24008498583569404, 0.1048158640226629]",2023-03-23 22:57:04
