F1,Accuracy,Recall,Precision,Data,Model,Trainset_absolute,Test_absolute,Train_energy,Train_duration,Datetime,Dataset_size
0.73,0.73,0.73,0.74,ClaimDetection,XLMR-Base,2932,1256,0.0261943871102875,250.93531608581543,2023-02-27 15:47:43,4188
