F1,Accuracy,Recall,Precision,Data,Model,Trainset_absolute,Test_absolute,Train_energy,Train_duration,Datetime
0.07,0.21,0.21,0.04,Liar,XLMR-Base,8986,3850,0.0810099408649381,773.9963071346283,2023-03-21 08:14:28
