F1,Accuracy,Recall,Precision,Data,Model,Trainset_absolute,Test_absolute,Train_energy,Train_duration,Datetime
0.54,0.55,0.55,0.54,PatientReviews,XLMR-Base,36925,15826,0.335659229000408,3217.150422334671,2023-03-21 10:05:32
