F1,Accuracy,Recall,Precision,Data,Model,Trainset_absolute,Test_absolute,Train_energy,Train_duration,Datetime
0.85,0.85,0.85,0.85,Twitter_Sentiment,XLMR-Base,148388,63595,1.3443316888772,12852.857296705246,2023-03-21 15:16:33
