F1,Accuracy,Recall,Precision,Data,Model,Trainset_absolute,Test_absolute,Train_energy,Train_duration,Datetime
0.89,0.89,0.89,0.89,NewsTopic,XLMR-Base,7192,3081,0.0674439454000984,638.66099858284,2023-02-27 15:55:49
