F1,Accuracy,Recall,Precision,Query,Data,Dataset_size,Model,Round,Sample_size,Num_Labels,Trainset_absolute,Query_absolute,Test_absolute,Percent,Train_energy,Query_energy,Test_energy,Train_duration,Query_duration,Train_distribution,Query_distribution,Test_distribution,Datetime
0.08,0.22,0.22,0.1,Breaking_Ties,PatientReviews,52751,XLMR-Base,0,50,6,369,36556,15826,1.0,0.0032458590548866,0.0352712619638289,0.0159616329934726,31.685290336608887,340.5342791080475,"[0.27371273712737126, 0.1951219512195122, 0.15447154471544716, 0.15176151761517614, 0.12466124661246612, 0.1002710027100271]","[0.32, 0.24, 0.22, 0.12, 0.08, 0.02]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 03:47:23
0.19,0.27,0.27,0.17,Breaking_Ties,PatientReviews,52751,XLMR-Base,1,50,6,419,36506,15826,1.13,0.0035321247092158,0.0363737334414784,0.0155200378174512,36.13535118103027,340.0936768054962,"[0.25059665871121717, 0.2100238663484487, 0.162291169451074, 0.13842482100238662, 0.1360381861575179, 0.1026252983293556]","[0.3, 0.3, 0.14, 0.14, 0.08, 0.04]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 03:56:31
0.15,0.28,0.28,0.12,Breaking_Ties,PatientReviews,52751,XLMR-Base,2,50,6,469,36456,15826,1.27,0.0038985608026814,0.0364704653979738,0.0162555707599601,40.46188116073608,339.643922328949,"[0.2281449893390192, 0.21961620469083157, 0.17697228144989338, 0.13859275053304904, 0.1300639658848614, 0.10660980810234541]","[0.34, 0.32, 0.18, 0.1, 0.04, 0.02]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:05:44
0.21,0.36,0.36,0.18,Breaking_Ties,PatientReviews,52751,XLMR-Base,3,50,6,519,36406,15826,1.41,0.0041471950217897,0.0352564728827781,0.0154722773316457,44.78287863731384,339.2001235485077,"[0.22928709055876687, 0.20809248554913296, 0.1926782273603083, 0.14258188824662812, 0.12138728323699421, 0.10597302504816955]","[0.22, 0.22, 0.22, 0.22, 0.1, 0.02]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:15:00
0.11,0.19,0.19,0.2,Breaking_Ties,PatientReviews,52751,XLMR-Base,4,50,6,569,36356,15826,1.54,0.0047991086075718,0.0368125048616877,0.0154667039008202,49.0237717628479,338.78389406204224,"[0.22847100175746923, 0.19156414762741653, 0.18453427065026362, 0.14938488576449913, 0.13005272407732865, 0.11599297012302284]","[0.32, 0.32, 0.18, 0.1, 0.06, 0.02]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:24:20
0.23,0.37,0.37,0.23,Breaking_Ties,PatientReviews,52751,XLMR-Base,5,50,6,619,36306,15826,1.68,0.0050387995468158,0.0367371674727081,0.0161868769190341,53.37566256523132,338.2421758174896,"[0.2245557350565428, 0.20193861066235863, 0.17447495961227788, 0.14539579967689822, 0.14539579967689822, 0.10823909531502424]","[0.38, 0.3, 0.12, 0.1, 0.08, 0.02]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:33:43
0.24,0.36,0.36,0.2,Breaking_Ties,PatientReviews,52751,XLMR-Base,6,50,6,669,36256,15826,1.81,0.0054148771130759,0.0361416098186133,0.0157824976688386,57.63294124603272,337.84032702445984,"[0.20926756352765322, 0.19282511210762332, 0.16890881913303438, 0.15695067264573992, 0.14349775784753363, 0.12855007473841554]","[0.38, 0.28, 0.18, 0.1, 0.06]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:43:11
0.23,0.37,0.37,0.21,Breaking_Ties,PatientReviews,52751,XLMR-Base,7,50,6,719,36206,15826,1.95,0.0063799260413405,0.0363185348011851,0.015376115659179,61.98845458030701,337.331684589386,"[0.2141863699582754, 0.1835883171070932, 0.17941585535465926, 0.15855354659248957, 0.1376912378303199, 0.12656467315716272]","[0.22, 0.22, 0.18, 0.18, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 04:52:42
0.23,0.38,0.38,0.35,Breaking_Ties,PatientReviews,52751,XLMR-Base,8,50,6,769,36156,15826,2.08,0.0065894698249765,0.0364939096631216,0.0149359211639895,66.32030129432678,337.00788402557373,"[0.2067620286085826, 0.18335500650195058, 0.17425227568270482, 0.1599479843953186, 0.14304291287386217, 0.13263979193758127]","[0.34, 0.28, 0.18, 0.1, 0.06, 0.04]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 05:02:18
0.2,0.33,0.33,0.16,Breaking_Ties,PatientReviews,52751,XLMR-Base,9,50,6,819,36106,15826,2.22,0.0067824299418301,0.0360861081986568,0.0154006220118866,70.58135795593262,336.5991551876068,"[0.1978021978021978, 0.17826617826617827, 0.16727716727716727, 0.16605616605616605, 0.1452991452991453, 0.1452991452991453]","[0.3, 0.22, 0.16, 0.14, 0.12, 0.06]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-16 05:11:57
