F1,Accuracy,Recall,Precision,Query,Data,Dataset_size,Model,Round,Sample_size,Num_Labels,Trainset_absolute,Query_absolute,Test_absolute,Percent,Train_energy,Query_energy,Test_energy,Train_duration,Query_duration,Train_distribution,Query_distribution,Test_distribution,Datetime
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,0,50,4,893,88427,38280,1.0,0.0080951272501399,0.0876178507887034,0.037608817068208,76.4039134979248,819.0568435192108,"[0.2620380739081747, 0.25083986562150057, 0.24636058230683092, 0.24076147816349383]","[0.42, 0.32, 0.24, 0.02]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 13:07:38
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,1,50,4,943,88377,38280,1.06,0.0078206640487593,0.0860172732288598,0.0374695976089852,81.02815341949463,819.1347103118896,"[0.2608695652173913, 0.2598091198303287, 0.25026511134676566, 0.22905620360551432]","[0.5, 0.3, 0.2]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 13:29:05
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,2,50,4,993,88327,38280,1.11,0.0084869271462589,0.0876341971463523,0.0382531200960699,85.3404266834259,819.9904170036316,"[0.2719033232628399, 0.2578046324269889, 0.2527693856998993, 0.2175226586102719]","[0.42, 0.3, 0.18, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 13:50:37
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,3,50,4,1043,88277,38280,1.17,0.0086155874965702,0.0871987836227472,0.038075572654082,89.59777283668518,817.7416019439697,"[0.27900287631831255, 0.2550335570469799, 0.25407478427612656, 0.21188878235858102]","[0.44, 0.34, 0.12, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 14:12:15
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,4,50,4,1093,88227,38280,1.22,0.0097466479460184,0.0856703600174636,0.0375527539704805,93.9341893196106,817.5009965896606,"[0.28636779505946935, 0.25892040256175664, 0.24794144556267156, 0.20677035681610248]","[0.44, 0.32, 0.16, 0.08]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 14:33:54
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,5,50,4,1143,88177,38280,1.28,0.0098479005662141,0.0856725711440236,0.0384170536500496,98.21116185188292,817.5901434421539,"[0.29308836395450566, 0.2615923009623797, 0.2440944881889764, 0.20122484689413822]","[0.44, 0.32, 0.2, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 14:55:37
0.89,0.89,0.89,0.89,Breaking_Ties,AG_News,127600,XLMR-Base,6,50,4,1193,88127,38280,1.34,0.0102727739521086,0.085586384685397,0.0375790999067079,102.55608749389648,816.6083340644836,"[0.29924559932942163, 0.2640402347024308, 0.24224643755238895, 0.1944677284157586]","[0.32, 0.32, 0.22, 0.14]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 15:17:24
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,7,50,4,1243,88077,38280,1.39,0.0109131812727921,0.0872324800547667,0.0387176620966045,106.79848957061768,815.8183841705322,"[0.3000804505229284, 0.26629123089300083, 0.2413515687851971, 0.1922767497988737]","[0.36, 0.36, 0.22, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 15:39:15
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,8,50,4,1293,88027,38280,1.45,0.0112056733055604,0.0866771061287274,0.0374613124714222,111.20480298995972,815.5063836574554,"[0.3023975251353442, 0.2699149265274555, 0.24052590873936583, 0.1871616395978345]","[0.44, 0.26, 0.26, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 16:01:10
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,9,50,4,1343,87977,38280,1.5,0.0121591520626703,0.0844687123119193,0.0377164798928812,115.34254360198976,814.672114610672,"[0.30081906180193596, 0.276247207743857, 0.24125093075204765, 0.18168279970215934]","[0.5, 0.28, 0.18, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 16:23:08
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,10,50,4,1393,87927,38280,1.56,0.0120126669110759,0.0866838379457245,0.0380847315834493,119.7645137310028,814.8334102630615,"[0.30007178750897345, 0.28427853553481697, 0.2390524048815506, 0.176597272074659]","[0.5, 0.26, 0.18, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 16:45:10
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,11,50,4,1443,87877,38280,1.62,0.0127867606932975,0.0866248655264373,0.0379246361669578,124.04459285736084,814.1006798744202,"[0.2986832986832987, 0.29175329175329173, 0.23700623700623702, 0.17255717255717257]","[0.4, 0.34, 0.26]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 17:07:16
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,12,50,4,1493,87827,38280,1.67,0.0123207862682429,0.0864846114763651,0.0373620744530328,128.2720808982849,813.3516590595245,"[0.3000669792364367, 0.2953784326858674, 0.2377762893503014, 0.1667782987273945]","[0.44, 0.36, 0.1, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 17:29:26
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,13,50,4,1543,87777,38280,1.73,0.0129619239648127,0.0858841461660813,0.037677936135693,132.60284447669983,813.0635087490082,"[0.304601425793908, 0.29747245625405055, 0.23331173039533376, 0.1646143875567077]","[0.46, 0.3, 0.18, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 17:51:39
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,14,50,4,1593,87727,38280,1.78,0.0143066931246922,0.0852851539537065,0.0376309397109985,136.89110493659973,812.7762732505798,"[0.30947897049591966, 0.2975517890772128, 0.23163841807909605, 0.1613308223477715]","[0.44, 0.38, 0.14, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 18:13:56
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,15,50,4,1643,87677,38280,1.84,0.0142837211119152,0.0848824840128267,0.0379133317108989,141.18657851219177,812.4050896167755,"[0.3134510042604991, 0.3000608642726719, 0.2288496652465003, 0.15763846622032868]","[0.46, 0.34, 0.14, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 18:36:18
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,16,50,4,1693,87627,38280,1.9,0.0149200728244211,0.08540612477919,0.0380045270188354,145.43010544776917,811.8911998271942,"[0.3142350856467809, 0.3047844063792085, 0.2262256349675133, 0.15475487300649735]","[0.4, 0.3, 0.2, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 18:58:43
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,17,50,4,1743,87577,38280,1.95,0.0149580613668466,0.0861922527568428,0.0376987089438227,149.79752469062805,811.6262247562408,"[0.3138267355134825, 0.30751577739529545, 0.22547332185886404, 0.153184165232358]","[0.52, 0.26, 0.16, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 19:21:12
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,18,50,4,1793,87527,38280,2.01,0.0161783503929811,0.085486898570014,0.0375615916952236,154.2242410182953,811.3681643009186,"[0.3195761293920803, 0.30619074177356387, 0.22364751812604575, 0.15058561070831009]","[0.44, 0.38, 0.18]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 19:43:46
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,19,50,4,1843,87477,38280,2.06,0.0161562668147312,0.0853072102187495,0.037738660437562,158.43134903907776,810.4814620018005,"[0.3228431904503527, 0.3081931633206728, 0.2224633749321758, 0.14650027129679868]","[0.44, 0.4, 0.14, 0.02]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 20:06:23
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,20,50,4,1893,87427,38280,2.12,0.0170195306455733,0.0861417852696424,0.0387564622277493,162.7081069946289,809.7280058860779,"[0.3259376650818806, 0.31061806656101426, 0.2202852614896989, 0.14315900686740624]","[0.48, 0.3, 0.18, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 20:29:04
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,21,50,4,1943,87377,38280,2.18,0.018071935191771,0.086545278192691,0.0377880922162043,166.84091997146606,809.2243547439575,"[0.3299022130725682, 0.3103448275862069, 0.21924858466289243, 0.1405043746783325]","[0.42, 0.28, 0.26, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 20:51:48
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,22,50,4,1993,87327,38280,2.23,0.0177201883869775,0.0867891389217519,0.038571871019101,171.2261905670166,808.765730381012,"[0.3321625689914701, 0.30958354239839436, 0.22027094831911692, 0.13798294029101857]","[0.46, 0.3, 0.2, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 21:14:35
0.9,0.9,0.9,0.9,Breaking_Ties,AG_News,127600,XLMR-Base,23,50,4,2043,87277,38280,2.29,0.0179597690488548,0.0871072111877163,0.0374827729949689,175.4716067314148,809.3220043182373,"[0.3352912383749388, 0.30934899657366616, 0.21977484092021538, 0.13558492413117965]","[0.48, 0.3, 0.22]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 21:37:27
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,24,50,4,2093,87227,38280,2.34,0.018188611275248,0.0846760498010311,0.0372377473477227,179.9831714630127,808.2049095630646,"[0.33444816053511706, 0.31342570473005255, 0.21978021978021978, 0.1323459149546106]","[0.42, 0.3, 0.24, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 22:00:23
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,25,50,4,2143,87177,38280,2.4,0.0190207318524001,0.0843570402360486,0.0377773738317677,183.9541790485382,807.5612881183624,"[0.3364442370508633, 0.31311245916938873, 0.22025198320111994, 0.1301913205786281]","[0.44, 0.34, 0.16, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 22:23:23
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,26,50,4,2193,87127,38280,2.46,0.0193036845264502,0.0850412170837578,0.0376950897849311,188.3807837963104,807.5440151691437,"[0.3388052895576835, 0.3137254901960784, 0.2188782489740082, 0.12859097127222982]","[0.42, 0.4, 0.14, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 22:46:26
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,27,50,4,2243,87077,38280,2.51,0.0199470899902053,0.0848455124333167,0.0383935921204683,192.9386098384857,807.1529777050018,"[0.34016941596076683, 0.31609451627284885, 0.2171199286669639, 0.12661613909942043]","[0.38, 0.26, 0.26, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 23:09:34
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,28,50,4,2293,87027,38280,2.57,0.0196770273869037,0.0850899621263299,0.0380524426807244,197.17601704597476,806.593897819519,"[0.3384212821631051, 0.3174880069777584, 0.21805494984736154, 0.12603576101177497]","[0.54, 0.3, 0.14, 0.02]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 23:32:46
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,29,50,4,2343,86977,38280,2.62,0.0210377039716363,0.0848576621936641,0.0369976959223101,201.50779461860657,805.8718783855438,"[0.33760136577037986, 0.32223644899701237, 0.21638924455825864, 0.12377294067434913]","[0.48, 0.32, 0.14, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-16 23:56:02
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,30,50,4,2393,86927,38280,2.68,0.0215935913159915,0.0859380502613229,0.036798885997163,205.8235654830933,805.9849498271942,"[0.340576681989135, 0.3221897200167154, 0.21479314667781027, 0.12244045131633932]","[0.42, 0.32, 0.18, 0.08]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 00:19:21
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,31,50,4,2443,86877,38280,2.74,0.0205839872555278,0.0859020900039107,0.0381792250130334,210.1082813739777,804.9085328578949,"[0.3422022103970528, 0.32214490380679495, 0.21408104789193613, 0.12157183790421613]","[0.36, 0.36, 0.28]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 00:42:44
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,32,50,4,2493,86827,38280,2.79,0.0220069863681486,0.0845538774638485,0.0375925169824264,214.2441997528076,804.756156206131,"[0.3425591656638588, 0.3229041315683915, 0.21540312876052947, 0.11913357400722022]","[0.48, 0.32, 0.16, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 01:06:11
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,33,50,4,2543,86777,38280,2.85,0.022800585845871,0.0865938127670957,0.0377650924313549,218.6509485244751,804.3917038440704,"[0.3452615021627998, 0.3228470310656705, 0.21431380259535981, 0.11757766417616988]","[0.44, 0.34, 0.18, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 01:29:41
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,34,50,4,2593,86727,38280,2.9,0.0225694769295695,0.0854424831330215,0.0379895411250679,222.94280672073364,803.8194949626923,"[0.34516004627844193, 0.325106054762823, 0.2136521403779406, 0.11608175858079445]","[0.38, 0.32, 0.24, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 01:53:15
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,35,50,4,2643,86677,38280,2.96,0.0240918789441135,0.0845329085674819,0.0377251188923248,227.2098336219788,803.4640266895294,"[0.3446840711312902, 0.3261445327279606, 0.21415058645478624, 0.11502080968596293]","[0.44, 0.36, 0.18, 0.02]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 02:16:53
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,36,50,4,2693,86627,38280,3.02,0.024682566968919,0.0833461624039989,0.0372664085148571,231.55499720573425,803.3167963027954,"[0.3449684366877089, 0.32825844782770147, 0.21351652432231713, 0.11325659116227256]","[0.48, 0.28, 0.14, 0.1]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 02:40:35
0.91,0.91,0.91,0.91,Breaking_Ties,AG_News,127600,XLMR-Base,37,50,4,2743,86577,38280,3.07,0.0235666994505334,0.0856915868618657,0.037479676944261,235.8295238018036,802.9120993614197,"[0.3437841779074007, 0.33102442581115565, 0.2114473204520598, 0.11374407582938388]","[0.5, 0.42, 0.08]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 03:04:21
0.91,0.91,0.91,0.92,Breaking_Ties,AG_News,127600,XLMR-Base,38,50,4,2793,86527,38280,3.13,0.0251425953746272,0.0851786822232318,0.0381414995509802,240.06377959251404,801.9637069702148,"[0.34658073755818114, 0.3326172574292875, 0.20909416398138203, 0.11170784103114931]","[0.4, 0.34, 0.18, 0.08]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 03:28:11
0.91,0.91,0.91,0.92,Breaking_Ties,AG_News,127600,XLMR-Base,39,50,4,2843,86477,38280,3.18,0.0257083986784127,0.0858492187871802,0.036356573510601,244.42349076271057,801.9526286125183,"[0.3464650017587056, 0.33380232149138234, 0.20858248329229687, 0.11115019345761519]","[0.36, 0.3, 0.26, 0.08]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 03:52:05
0.91,0.91,0.91,0.92,Breaking_Ties,AG_News,127600,XLMR-Base,40,50,4,2893,86427,38280,3.24,0.0256578592093695,0.0855336621766843,0.0386817507832602,248.766786813736,801.8788819313049,"[0.3466989284479779, 0.3332181126857933, 0.20947113722779123, 0.11061182163843761]","[0.38, 0.36, 0.22, 0.04]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 04:16:03
0.92,0.92,0.92,0.92,Breaking_Ties,AG_News,127600,XLMR-Base,41,50,4,2943,86377,38280,3.29,0.025959363283136,0.0820170196148787,0.0379865501817022,253.10886192321777,801.0606021881104,"[0.34692490655793407, 0.33401291199456334, 0.20965001698946653, 0.10941216445803602]","[0.48, 0.24, 0.22, 0.06]","[0.25, 0.25, 0.25, 0.25]",2023-03-17 04:40:05
